customer_id,signup_date,churn_date,plan,country,age,monthly_fee,payment_method,acquisition_channel,contract_type,support_tickets,login_frequency,days_since_last_login,churn_flag,status,annual_revenue,tenure_days,tenure_months,estimated_clv,risk_score,risk_category
C01085,2026-06-07,,Basic,United Kingdom,26,19,UPI,Referral,Monthly,4,4.46,10,0,Active,228,-158,-5.3,-100.7,1,Medium Risk
C01086,2024-09-01,,Standard,Canada,41,49,Debit Card,Paid Search,Monthly,0,18.68,36,0,Active,588,486,16.2,793.8,2,High Risk
C01087,2025-11-18,,Basic,United States,52,19,Credit Card,Social Media,Monthly,2,9.18,11,0,Active,228,43,1.4,26.6,1,Medium Risk
C01088,2024-03-06,2025-07-22,Premium,United States,36,99,Credit Card,Organic Search,Monthly,2,16.1,10,1,Churned,1188,665,22.2,2197.8,1,Medium Risk
C01089,2025-05-22,,Standard,India,38,49,Debit Card,Organic Search,Annual,4,9.72,30,0,Active,588,223,7.4,362.6,0,Low Risk
C01090,2025-08-21,2025-12-16,Premium,Canada,28,99,Debit Card,Email,Monthly,1,20.63,32,1,Churned,1188,132,4.4,435.6,2,High Risk
C01091,2026-06-07,,Basic,Germany,51,19,Debit Card,Social Media,Monthly,3,14.32,27,0,Active,228,-158,-5.3,-100.7,1,Medium Risk
C01092,2024-07-15,,Basic,United States,27,19,PayPal,Paid Search,Annual,1,16.42,26,0,Active,228,534,17.8,338.2,0,Low Risk
C01093,2025-01-05,,Basic,Germany,44,19,PayPal,Organic Search,Monthly,5,14.29,27,0,Active,228,360,12.0,228.0,2,High Risk
C01094,2024-05-26,,Basic,Germany,22,19,PayPal,Organic Search,Monthly,0,17.9,1,0,Active,228,584,19.5,370.5,1,Medium Risk
C01095,2026-01-31,,Premium,United Kingdom,30,99,PayPal,Referral,Monthly,4,18.35,12,0,Active,1188,-31,-1.0,-99.0,1,Medium Risk
C01096,2024-06-18,,Premium,India,58,99,UPI,Email,Monthly,3,9.75,19,0,Active,1188,561,18.7,1851.3,1,Medium Risk
C01097,2026-04-22,,Basic,United States,60,19,PayPal,Organic Search,Monthly,7,14.06,38,0,Active,228,-112,-3.7,-70.3,3,High Risk
C01098,2025-09-06,,Premium,United States,63,99,Debit Card,Paid Search,Monthly,1,19.48,14,0,Active,1188,116,3.9,386.1,1,Medium Risk
C01099,2025-04-16,,Standard,Canada,57,49,Credit Card,Organic Search,Monthly,1,11.31,1,0,Active,588,259,8.6,421.4,1,Medium Risk
C01100,2026-04-16,2025-12-31,Premium,Germany,63,99,Debit Card,Email,Monthly,0,11.19,12,1,Churned,1188,-106,-3.5,-346.5,1,Medium Risk
C01101,2024-05-19,,Premium,India,20,99,Credit Card,Organic Search,Annual,3,18.52,16,0,Active,1188,591,19.7,1950.3,0,Low Risk
C01102,2026-02-12,,Premium,Australia,32,99,Debit Card,Referral,Monthly,1,18.43,1,0,Active,1188,-43,-1.4,-138.6,1,Medium Risk
C01103,2025-10-26,,Basic,Germany,43,19,Debit Card,Organic Search,Annual,1,15.13,29,0,Active,228,66,2.2,41.8,0,Low Risk
C01104,2026-03-15,,Standard,United Kingdom,19,49,UPI,Referral,Monthly,3,2.59,1,0,Active,588,-74,-2.5,-122.5,1,Medium Risk
C01105,2024-04-27,,Premium,United States,59,99,UPI,Paid Search,Annual,2,6.38,3,0,Active,1188,613,20.4,2019.6,0,Low Risk
C01106,2024-03-29,2025-03-02,Basic,Germany,61,19,Debit Card,Referral,Monthly,0,12.62,16,1,Churned,228,642,21.4,406.6,1,Medium Risk
C01107,2026-03-09,,Premium,Germany,54,99,PayPal,Email,Monthly,0,11.67,19,0,Active,1188,-68,-2.3,-227.7,1,Medium Risk
C01108,2024-04-08,,Premium,United States,39,99,PayPal,Social Media,Monthly,2,16.54,20,0,Active,1188,632,21.1,2088.9,1,Medium Risk
C01109,2024-06-06,,Basic,United States,56,19,UPI,Email,Monthly,2,9.99,18,0,Active,228,573,19.1,362.9,1,Medium Risk
C01110,2026-01-15,2025-12-31,Standard,India,29,49,Credit Card,Paid Search,Monthly,1,4.7,16,1,Churned,588,-15,-0.5,-24.5,1,Medium Risk
C01111,2026-01-30,,Premium,United States,58,99,PayPal,Paid Search,Annual,1,6.62,18,0,Active,1188,-30,-1.0,-99.0,0,Low Risk
C01112,2024-03-31,,Premium,India,58,99,Credit Card,Referral,Monthly,1,12.99,18,0,Active,1188,640,21.3,2108.7,1,Medium Risk
C01113,2024-05-13,,Basic,United Kingdom,23,19,Credit Card,Email,Annual,3,15.27,7,0,Active,228,597,19.9,378.1,0,Low Risk
C01114,2024-05-26,,Standard,Canada,25,49,Credit Card,Paid Search,Annual,1,18.51,1,0,Active,588,584,19.5,955.5,0,Low Risk
C01115,2024-07-31,,Standard,Australia,31,49,Debit Card,Email,Monthly,2,13.57,2,0,Active,588,518,17.3,847.7,1,Medium Risk
C01116,2025-11-30,2025-12-30,Standard,Australia,29,49,UPI,Social Media,Monthly,1,12.9,5,1,Churned,588,31,1.0,49.0,1,Medium Risk
C01117,2025-10-02,,Standard,Australia,46,49,Credit Card,Email,Monthly,4,4.06,18,0,Active,588,90,3.0,147.0,1,Medium Risk
C01118,2024-12-07,,Premium,Canada,57,99,PayPal,Paid Search,Monthly,0,5.95,15,0,Active,1188,389,13.0,1287.0,1,Medium Risk
C01119,2024-06-18,,Standard,India,43,49,PayPal,Organic Search,Annual,3,18.99,18,0,Active,588,561,18.7,916.3,0,Low Risk
C01120,2025-01-28,,Standard,Canada,50,49,UPI,Partner,Monthly,1,6.91,6,0,Active,588,337,11.2,548.8,1,Medium Risk
C01121,2024-05-05,,Basic,United Kingdom,24,19,PayPal,Social Media,Monthly,2,6.47,28,0,Active,228,605,20.2,383.8,1,Medium Risk
C01122,2024-02-23,,Basic,Germany,25,19,UPI,Paid Search,Monthly,0,9.82,14,0,Active,228,677,22.6,429.4,1,Medium Risk
C01123,2025-11-12,,Standard,United States,52,49,Debit Card,Organic Search,Monthly,2,15.62,17,0,Active,588,49,1.6,78.4,1,Medium Risk
C01124,2025-11-27,,Basic,India,31,19,PayPal,Social Media,Annual,3,11.12,1,0,Active,228,34,1.1,20.9,0,Low Risk
C01125,2025-03-26,,Basic,Germany,59,19,PayPal,Referral,Annual,3,11.81,17,0,Active,228,280,9.3,176.7,0,Low Risk
C01126,2024-11-12,,Standard,Germany,64,49,Debit Card,Referral,Annual,4,13.63,13,0,Active,588,414,13.8,676.2,0,Low Risk
C01127,2025-02-26,,Basic,United Kingdom,33,19,Debit Card,Email,Monthly,2,13.6,22,0,Active,228,308,10.3,195.7,1,Medium Risk
C01128,2024-04-09,,Standard,Canada,49,49,Debit Card,Partner,Monthly,2,9.21,30,0,Active,588,631,21.0,1029.0,1,Medium Risk
C01129,2025-05-20,,Standard,Australia,37,49,UPI,Paid Search,Monthly,4,15.27,17,0,Active,588,225,7.5,367.5,1,Medium Risk
C01130,2024-03-31,,Basic,Canada,47,19,Debit Card,Partner,Monthly,0,3.41,25,0,Active,228,640,21.3,404.7,1,Medium Risk
C01131,2025-11-04,,Basic,United Kingdom,36,19,Debit Card,Email,Monthly,3,19.15,25,0,Active,228,57,1.9,36.1,1,Medium Risk
C01132,2024-06-28,,Standard,Australia,60,49,Credit Card,Referral,Monthly,1,20.73,1,0,Active,588,551,18.4,901.6,1,Medium Risk
C01133,2025-09-18,2025-11-26,Standard,United Kingdom,20,49,Debit Card,Social Media,Monthly,4,16.45,25,1,Churned,588,104,3.5,171.5,1,Medium Risk
C01134,2026-02-01,,Premium,Germany,18,99,PayPal,Email,Monthly,3,6.65,7,0,Active,1188,-32,-1.1,-108.9,1,Medium Risk
C01135,2025-11-15,,Basic,India,22,19,Credit Card,Email,Annual,0,12.32,7,0,Active,228,46,1.5,28.5,0,Low Risk
C01136,2026-05-27,,Standard,Germany,27,49,UPI,Organic Search,Annual,5,6.14,11,0,Active,588,-147,-4.9,-240.1,1,Medium Risk
C01137,2025-07-10,,Basic,United States,49,19,PayPal,Organic Search,Monthly,5,19.81,7,0,Active,228,174,5.8,110.2,2,High Risk
C01138,2025-12-21,,Premium,Australia,49,99,UPI,Email,Annual,2,14.46,1,0,Active,1188,10,0.3,29.7,0,Low Risk
C01139,2025-09-21,,Standard,India,54,49,PayPal,Partner,Monthly,1,9.58,9,0,Active,588,101,3.4,166.6,1,Medium Risk
C01140,2025-08-23,,Basic,Australia,23,19,UPI,Organic Search,Annual,1,21.43,1,0,Active,228,130,4.3,81.7,0,Low Risk
C01141,2025-07-08,,Standard,Germany,26,49,Debit Card,Social Media,Monthly,2,3.48,14,0,Active,588,176,5.9,289.1,1,Medium Risk
C01142,2024-11-20,,Standard,United States,35,49,UPI,Partner,Annual,0,4.78,32,0,Active,588,406,13.5,661.5,1,Medium Risk
C01143,2024-06-22,,Basic,United States,32,19,UPI,Email,Monthly,0,16.34,24,0,Active,228,557,18.6,353.4,1,Medium Risk
C01144,2025-02-21,,Basic,India,58,19,Credit Card,Social Media,Monthly,2,8.58,3,0,Active,228,313,10.4,197.6,1,Medium Risk
C01145,2024-02-28,2025-09-06,Basic,United Kingdom,40,19,PayPal,Paid Search,Annual,5,10.27,12,1,Churned,228,672,22.4,425.6,1,Medium Risk
C01146,2025-09-18,,Standard,Germany,21,49,Credit Card,Organic Search,Monthly,0,16.94,19,0,Active,588,104,3.5,171.5,1,Medium Risk
C01147,2025-07-21,,Basic,United States,46,19,PayPal,Paid Search,Monthly,3,22.76,22,0,Active,228,163,5.4,102.6,1,Medium Risk
C01148,2025-09-05,,Premium,India,51,99,UPI,Organic Search,Monthly,2,11.43,30,0,Active,1188,117,3.9,386.1,1,Medium Risk
C01149,2025-09-15,,Standard,Australia,37,49,UPI,Social Media,Monthly,4,10.9,40,0,Active,588,107,3.6,176.4,2,High Risk
C01150,2026-06-15,,Basic,Germany,18,19,Credit Card,Referral,Monthly,1,20.38,13,0,Active,228,-166,-5.5,-104.5,1,Medium Risk
C01151,2024-12-04,,Standard,Germany,40,49,UPI,Email,Monthly,2,10.6,13,0,Active,588,392,13.1,641.9,1,Medium Risk
C01152,2025-05-09,,Basic,Canada,22,19,Debit Card,Social Media,Monthly,1,13.62,4,0,Active,228,236,7.9,150.1,1,Medium Risk
C01153,2025-04-12,,Premium,Canada,63,99,Debit Card,Partner,Monthly,0,6.74,10,0,Active,1188,263,8.8,871.2,1,Medium Risk
C01154,2025-05-05,2025-08-02,Basic,Canada,20,19,PayPal,Referral,Monthly,1,13.09,29,1,Churned,228,240,8.0,152.0,1,Medium Risk
C01155,2024-02-28,,Premium,Australia,48,99,Debit Card,Social Media,Monthly,3,15.01,9,0,Active,1188,672,22.4,2217.6,1,Medium Risk
C01156,2026-05-16,2025-12-31,Standard,United Kingdom,34,49,UPI,Paid Search,Monthly,2,8.7,26,1,Churned,588,-136,-4.5,-220.5,1,Medium Risk
C01157,2024-06-12,2024-10-16,Basic,United Kingdom,48,19,UPI,Referral,Annual,2,16.4,16,1,Churned,228,567,18.9,359.1,0,Low Risk
C01158,2026-03-16,,Standard,United States,33,49,PayPal,Paid Search,Annual,1,10.21,13,0,Active,588,-75,-2.5,-122.5,0,Low Risk
C01159,2025-11-03,,Standard,Germany,36,49,Credit Card,Referral,Monthly,3,10.62,24,0,Active,588,58,1.9,93.1,1,Medium Risk
C01160,2024-05-31,2025-07-23,Basic,Australia,54,19,UPI,Partner,Monthly,4,3.48,21,1,Churned,228,579,19.3,366.7,1,Medium Risk
C01161,2026-01-02,,Basic,India,43,19,UPI,Referral,Monthly,0,17.46,15,0,Active,228,-2,-0.1,-1.9,1,Medium Risk
C01162,2024-09-01,,Basic,Germany,19,19,Debit Card,Social Media,Monthly,3,12.71,28,0,Active,228,486,16.2,307.8,1,Medium Risk
C01163,2026-03-29,,Basic,Canada,39,19,PayPal,Referral,Monthly,5,15.34,32,0,Active,228,-88,-2.9,-55.1,3,High Risk
C01164,2024-08-13,,Basic,Australia,53,19,Debit Card,Partner,Monthly,1,13.79,8,0,Active,228,505,16.8,319.2,1,Medium Risk
C01165,2024-09-20,2025-03-14,Standard,Germany,58,49,UPI,Email,Monthly,1,19.39,34,1,Churned,588,467,15.6,764.4,2,High Risk
C01166,2026-04-20,,Premium,India,18,99,Credit Card,Partner,Annual,2,9.49,16,0,Active,1188,-110,-3.7,-366.3,0,Low Risk
C01167,2024-05-02,2025-02-26,Basic,United States,36,19,PayPal,Partner,Monthly,2,9.82,14,1,Churned,228,608,20.3,385.7,1,Medium Risk
C01168,2026-05-13,2025-12-31,Premium,United Kingdom,31,99,UPI,Organic Search,Monthly,3,11.26,20,1,Churned,1188,-133,-4.4,-435.6,1,Medium Risk
C01169,2024-04-21,,Basic,United States,39,19,PayPal,Referral,Annual,1,18.69,22,0,Active,228,619,20.6,391.4,0,Low Risk
C01170,2025-10-10,,Basic,Australia,58,19,Credit Card,Partner,Annual,5,11.53,15,0,Active,228,82,2.7,51.3,1,Medium Risk
C01171,2024-06-11,,Basic,United States,51,19,UPI,Organic Search,Monthly,2,16.36,6,0,Active,228,568,18.9,359.1,1,Medium Risk
C01172,2025-08-03,2025-09-09,Basic,United States,50,19,PayPal,Referral,Monthly,2,10.69,17,1,Churned,228,150,5.0,95.0,1,Medium Risk
C01173,2025-01-08,,Standard,Australia,43,49,Credit Card,Referral,Monthly,2,14.32,1,0,Active,588,357,11.9,583.1,1,Medium Risk
C01174,2026-01-19,,Basic,United States,30,19,PayPal,Organic Search,Monthly,4,10.76,17,0,Active,228,-19,-0.6,-11.4,1,Medium Risk
C01175,2026-05-13,,Standard,Canada,48,49,UPI,Paid Search,Monthly,1,13.83,11,0,Active,588,-133,-4.4,-215.6,1,Medium Risk
C01176,2025-10-05,,Premium,Germany,31,99,UPI,Paid Search,Annual,1,6.75,10,0,Active,1188,87,2.9,287.1,0,Low Risk
C01177,2025-01-30,,Basic,Australia,19,19,Credit Card,Email,Monthly,1,7.21,8,0,Active,228,335,11.2,212.8,1,Medium Risk
C01178,2024-04-03,2024-07-18,Standard,Australia,59,49,Credit Card,Partner,Annual,0,11.35,11,1,Churned,588,637,21.2,1038.8,0,Low Risk
C01179,2025-08-17,,Basic,India,27,19,Credit Card,Social Media,Monthly,2,7.28,16,0,Active,228,136,4.5,85.5,1,Medium Risk
C01180,2025-06-20,,Basic,United States,32,19,Debit Card,Social Media,Monthly,1,20.84,4,0,Active,228,194,6.5,123.5,1,Medium Risk
C01181,2025-03-12,,Premium,Germany,40,99,Credit Card,Referral,Annual,2,12.43,15,0,Active,1188,294,9.8,970.2,0,Low Risk
C01182,2024-05-17,,Standard,India,41,49,UPI,Referral,Monthly,1,12.59,3,0,Active,588,593,19.8,970.2,1,Medium Risk
C01183,2024-11-23,,Standard,United Kingdom,62,49,UPI,Paid Search,Annual,4,8.61,24,0,Active,588,403,13.4,656.6,0,Low Risk
C01184,2024-12-25,,Basic,United Kingdom,36,19,UPI,Email,Annual,4,11.36,7,0,Active,228,371,12.4,235.6,0,Low Risk
C01185,2024-06-18,,Basic,Germany,64,19,Debit Card,Referral,Monthly,2,14.34,8,0,Active,228,561,18.7,355.3,1,Medium Risk
C01186,2024-09-14,,Basic,Australia,55,19,UPI,Organic Search,Monthly,1,15.6,17,0,Active,228,473,15.8,300.2,1,Medium Risk
C01187,2025-10-04,,Basic,United Kingdom,42,19,Credit Card,Organic Search,Monthly,1,15.91,25,0,Active,228,88,2.9,55.1,1,Medium Risk
C01188,2024-11-10,,Basic,United States,27,19,Debit Card,Paid Search,Monthly,2,16.21,10,0,Active,228,416,13.9,264.1,1,Medium Risk
C01189,2024-08-17,,Standard,United States,19,49,Debit Card,Organic Search,Monthly,2,12.73,15,0,Active,588,501,16.7,818.3,1,Medium Risk
C01190,2025-02-01,,Standard,Germany,63,49,Debit Card,Organic Search,Monthly,2,12.3,1,0,Active,588,333,11.1,543.9,1,Medium Risk
C01191,2026-01-29,,Basic,United Kingdom,64,19,Debit Card,Partner,Annual,0,11.58,10,0,Active,228,-29,-1.0,-19.0,0,Low Risk
C01192,2025-02-02,,Basic,United States,21,19,UPI,Partner,Annual,3,7.16,9,0,Active,228,332,11.1,210.9,0,Low Risk
C01193,2026-04-18,,Standard,United States,20,49,UPI,Referral,Monthly,3,5.31,21,0,Active,588,-108,-3.6,-176.4,1,Medium Risk
C01194,2025-05-10,,Standard,Germany,25,49,PayPal,Email,Monthly,1,12.64,5,0,Active,588,235,7.8,382.2,1,Medium Risk
C01195,2024-11-13,2025-01-23,Basic,United States,58,19,Credit Card,Organic Search,Monthly,0,4.56,15,1,Churned,228,413,13.8,262.2,1,Medium Risk
C01196,2025-12-19,,Standard,Australia,64,49,Debit Card,Partner,Annual,1,14.09,6,0,Active,588,12,0.4,19.6,0,Low Risk
C01197,2024-07-17,,Standard,Australia,21,49,Credit Card,Partner,Monthly,0,20.26,10,0,Active,588,532,17.7,867.3,1,Medium Risk
C01198,2025-08-26,,Standard,United States,58,49,UPI,Organic Search,Annual,2,17.1,19,0,Active,588,127,4.2,205.8,0,Low Risk
C01199,2026-03-29,,Standard,Australia,24,49,UPI,Paid Search,Annual,3,17.21,10,0,Active,588,-88,-2.9,-142.1,0,Low Risk
C01200,2026-04-08,,Basic,India,26,19,PayPal,Social Media,Monthly,1,12.35,1,0,Active,228,-98,-3.3,-62.7,1,Medium Risk
C01201,2024-12-01,,Premium,Australia,44,99,UPI,Email,Monthly,1,6.8,6,0,Active,1188,395,13.2,1306.8,1,Medium Risk
C01202,2025-02-20,,Basic,Canada,19,19,PayPal,Social Media,Annual,1,18.13,32,0,Active,228,314,10.5,199.5,1,Medium Risk
C01203,2025-06-11,,Standard,United States,58,49,Debit Card,Organic Search,Monthly,4,14.5,7,0,Active,588,203,6.8,333.2,1,Medium Risk
C01204,2025-05-26,,Basic,Canada,34,19,UPI,Email,Monthly,1,11.07,10,0,Active,228,219,7.3,138.7,1,Medium Risk
C01205,2025-11-21,,Basic,India,29,19,Credit Card,Social Media,Monthly,1,5.95,29,0,Active,228,40,1.3,24.7,1,Medium Risk
C01206,2024-07-24,2025-06-18,Standard,United States,61,49,Credit Card,Paid Search,Monthly,4,12.43,32,1,Churned,588,525,17.5,857.5,2,High Risk
C01207,2025-05-02,,Standard,India,64,49,Credit Card,Social Media,Annual,3,15.2,4,0,Active,588,243,8.1,396.9,0,Low Risk
C01208,2024-07-01,,Standard,India,32,49,Credit Card,Email,Monthly,2,9.29,28,0,Active,588,548,18.3,896.7,1,Medium Risk
C01209,2025-06-24,,Standard,Australia,44,49,Credit Card,Partner,Monthly,4,23.97,13,0,Active,588,190,6.3,308.7,1,Medium Risk
C01210,2024-06-22,,Basic,Germany,28,19,PayPal,Social Media,Monthly,0,12.51,13,0,Active,228,557,18.6,353.4,1,Medium Risk
C01211,2025-06-09,,Basic,India,35,19,Debit Card,Social Media,Annual,1,4.61,20,0,Active,228,205,6.8,129.2,0,Low Risk
C01212,2024-09-18,,Basic,India,42,19,PayPal,Social Media,Monthly,1,7.29,16,0,Active,228,469,15.6,296.4,1,Medium Risk
C01213,2024-12-17,,Basic,Germany,36,19,Debit Card,Referral,Annual,3,18.77,10,0,Active,228,379,12.6,239.4,0,Low Risk
C01214,2025-12-26,,Premium,United Kingdom,19,99,PayPal,Organic Search,Monthly,0,12.45,22,0,Active,1188,5,0.2,19.8,1,Medium Risk
C01215,2026-05-04,2025-12-31,Standard,Germany,56,49,PayPal,Partner,Monthly,2,3.93,39,1,Churned,588,-124,-4.1,-200.9,2,High Risk
C01216,2025-02-17,,Premium,United States,45,99,PayPal,Social Media,Monthly,0,12.91,26,0,Active,1188,317,10.6,1049.4,1,Medium Risk
C01217,2024-08-22,2024-10-15,Premium,United States,53,99,UPI,Social Media,Monthly,2,3.81,12,1,Churned,1188,496,16.5,1633.5,1,Medium Risk
C01218,2025-03-07,,Basic,Australia,39,19,UPI,Paid Search,Monthly,0,13.1,20,0,Active,228,299,10.0,190.0,1,Medium Risk
C01219,2024-03-22,,Premium,Canada,54,99,PayPal,Organic Search,Annual,3,9.89,27,0,Active,1188,649,21.6,2138.4,0,Low Risk
C01220,2025-12-09,,Basic,Australia,36,19,PayPal,Social Media,Monthly,2,4.84,1,0,Active,228,22,0.7,13.3,1,Medium Risk
C01221,2025-03-02,,Basic,Canada,55,19,UPI,Social Media,Monthly,4,14.53,14,0,Active,228,304,10.1,191.9,1,Medium Risk
C01222,2024-07-10,2024-08-10,Standard,Australia,64,49,Debit Card,Paid Search,Annual,0,9.82,1,1,Churned,588,539,18.0,882.0,0,Low Risk
C01223,2024-07-09,,Premium,India,58,99,PayPal,Partner,Monthly,1,16.84,34,0,Active,1188,540,18.0,1782.0,2,High Risk
C01224,2024-10-26,,Basic,Germany,34,19,UPI,Organic Search,Monthly,2,16.86,16,0,Active,228,431,14.4,273.6,1,Medium Risk
C01225,2024-09-25,,Basic,Australia,29,19,PayPal,Email,Annual,1,11.9,9,0,Active,228,462,15.4,292.6,0,Low Risk
C01226,2026-03-14,,Basic,Canada,39,19,Debit Card,Partner,Monthly,3,14.04,5,0,Active,228,-73,-2.4,-45.6,1,Medium Risk
C01227,2024-09-17,,Standard,Canada,33,49,Debit Card,Referral,Monthly,3,18.19,30,0,Active,588,470,15.7,769.3,1,Medium Risk
C01228,2025-11-21,,Standard,United Kingdom,51,49,Credit Card,Partner,Annual,3,20.53,19,0,Active,588,40,1.3,63.7,0,Low Risk
C01229,2026-03-14,,Basic,United Kingdom,48,19,UPI,Organic Search,Monthly,1,3.74,17,0,Active,228,-73,-2.4,-45.6,1,Medium Risk
C01230,2025-01-05,2025-07-25,Basic,Australia,25,19,Credit Card,Partner,Annual,1,9.24,16,1,Churned,228,360,12.0,228.0,0,Low Risk
C01231,2024-04-28,,Premium,United States,28,99,Credit Card,Paid Search,Annual,2,11.76,29,0,Active,1188,612,20.4,2019.6,0,Low Risk
C01232,2024-12-30,,Basic,Germany,64,19,Debit Card,Partner,Monthly,2,17.0,23,0,Active,228,366,12.2,231.8,1,Medium Risk
C01233,2024-07-20,,Standard,United States,32,49,UPI,Partner,Annual,1,10.14,17,0,Active,588,529,17.6,862.4,0,Low Risk
C01234,2026-06-16,2025-12-31,Basic,Germany,25,19,UPI,Referral,Annual,0,6.19,11,1,Churned,228,-167,-5.6,-106.4,0,Low Risk
C01235,2024-03-31,,Standard,Australia,33,49,Debit Card,Partner,Monthly,2,9.99,11,0,Active,588,640,21.3,1043.7,1,Medium Risk
C01236,2025-04-05,,Basic,United Kingdom,64,19,UPI,Partner,Monthly,5,17.58,13,0,Active,228,270,9.0,171.0,2,High Risk
C01237,2024-05-22,,Basic,United Kingdom,35,19,Debit Card,Paid Search,Monthly,1,16.97,9,0,Active,228,588,19.6,372.4,1,Medium Risk
C01238,2024-12-05,2025-09-08,Basic,Australia,50,19,UPI,Email,Monthly,2,15.26,1,1,Churned,228,391,13.0,247.0,1,Medium Risk
C01239,2025-06-07,,Premium,United Kingdom,29,99,Credit Card,Referral,Monthly,0,7.1,21,0,Active,1188,207,6.9,683.1,1,Medium Risk
C01240,2026-05-21,,Premium,Germany,59,99,PayPal,Partner,Monthly,5,5.77,19,0,Active,1188,-141,-4.7,-465.3,2,High Risk
C01241,2026-04-20,2025-12-31,Basic,Germany,31,19,Debit Card,Paid Search,Monthly,0,12.48,10,1,Churned,228,-110,-3.7,-70.3,1,Medium Risk
C01242,2024-12-26,,Basic,Germany,46,19,Credit Card,Referral,Monthly,4,11.12,16,0,Active,228,370,12.3,233.7,1,Medium Risk
C01243,2025-08-06,,Basic,United States,64,19,PayPal,Partner,Monthly,2,6.28,16,0,Active,228,147,4.9,93.1,1,Medium Risk
C01244,2024-10-19,,Basic,Canada,53,19,Debit Card,Organic Search,Monthly,2,13.3,10,0,Active,228,438,14.6,277.4,1,Medium Risk
C01245,2026-01-05,,Basic,United Kingdom,29,19,UPI,Organic Search,Monthly,2,13.09,12,0,Active,228,-5,-0.2,-3.8,1,Medium Risk
C01246,2026-03-03,,Premium,Australia,40,99,UPI,Paid Search,Monthly,1,12.4,1,0,Active,1188,-62,-2.1,-207.9,1,Medium Risk
C01247,2026-02-13,2025-12-31,Standard,United Kingdom,60,49,Credit Card,Email,Monthly,3,8.22,37,1,Churned,588,-44,-1.5,-73.5,2,High Risk
C01248,2026-04-21,,Standard,Australia,18,49,Debit Card,Partner,Monthly,2,8.8,1,0,Active,588,-111,-3.7,-181.3,1,Medium Risk
C01249,2024-09-28,,Basic,Germany,45,19,UPI,Email,Annual,1,11.79,11,0,Active,228,459,15.3,290.7,0,Low Risk
C01250,2025-02-22,,Basic,Germany,44,19,Credit Card,Social Media,Monthly,1,15.76,9,0,Active,228,312,10.4,197.6,1,Medium Risk
C01251,2025-05-20,2025-11-12,Standard,Australia,46,49,PayPal,Paid Search,Monthly,3,16.72,16,1,Churned,588,225,7.5,367.5,1,Medium Risk
C01252,2026-01-02,2025-12-31,Standard,Australia,55,49,PayPal,Organic Search,Annual,1,12.91,3,1,Churned,588,-2,-0.1,-4.9,0,Low Risk
C01253,2025-07-21,,Basic,Australia,61,19,PayPal,Partner,Monthly,2,10.18,23,0,Active,228,163,5.4,102.6,1,Medium Risk
C01254,2026-04-09,,Standard,Canada,33,49,Credit Card,Paid Search,Annual,4,11.43,18,0,Active,588,-99,-3.3,-161.7,0,Low Risk
C01255,2025-09-08,,Basic,United Kingdom,48,19,UPI,Referral,Annual,2,20.48,3,0,Active,228,114,3.8,72.2,0,Low Risk
C01256,2026-05-16,,Basic,United Kingdom,50,19,PayPal,Organic Search,Annual,1,18.59,25,0,Active,228,-136,-4.5,-85.5,0,Low Risk
C01257,2024-05-16,,Standard,United States,45,49,UPI,Referral,Monthly,3,10.91,6,0,Active,588,594,19.8,970.2,1,Medium Risk
C01258,2024-11-04,,Basic,United States,40,19,Credit Card,Referral,Annual,2,8.76,6,0,Active,228,422,14.1,267.9,0,Low Risk
C01259,2024-12-16,,Basic,United Kingdom,21,19,Credit Card,Paid Search,Monthly,1,13.27,8,0,Active,228,380,12.7,241.3,1,Medium Risk
C01260,2024-04-01,,Standard,United States,50,49,Debit Card,Partner,Annual,5,12.85,5,0,Active,588,639,21.3,1043.7,1,Medium Risk
C01261,2026-02-26,,Standard,United States,47,49,Debit Card,Partner,Monthly,3,11.32,2,0,Active,588,-57,-1.9,-93.1,1,Medium Risk
C01262,2024-11-15,,Standard,United States,20,49,Credit Card,Organic Search,Monthly,1,17.19,17,0,Active,588,411,13.7,671.3,1,Medium Risk
C01263,2025-05-03,,Basic,United States,54,19,Credit Card,Organic Search,Monthly,2,19.17,26,0,Active,228,242,8.1,153.9,1,Medium Risk
C01264,2026-01-06,,Standard,India,54,49,PayPal,Email,Monthly,0,5.19,39,0,Active,588,-6,-0.2,-9.8,2,High Risk
C01265,2024-09-12,,Standard,United States,24,49,Debit Card,Paid Search,Annual,4,9.01,21,0,Active,588,475,15.8,774.2,0,Low Risk
C01266,2024-07-05,2025-10-13,Standard,Canada,19,49,UPI,Email,Monthly,1,15.39,1,1,Churned,588,544,18.1,886.9,1,Medium Risk
C01267,2025-12-03,,Basic,United Kingdom,47,19,Debit Card,Paid Search,Monthly,1,13.13,28,0,Active,228,28,0.9,17.1,1,Medium Risk
C01268,2025-09-19,2025-10-19,Basic,Canada,63,19,UPI,Referral,Monthly,2,10.34,18,1,Churned,228,103,3.4,64.6,1,Medium Risk
C01269,2025-09-11,,Basic,Canada,23,19,UPI,Email,Monthly,1,0.0,10,0,Active,228,111,3.7,70.3,1,Medium Risk
C01270,2024-07-13,,Basic,Germany,34,19,Debit Card,Referral,Annual,1,16.74,1,0,Active,228,536,17.9,340.1,0,Low Risk
C01271,2025-06-21,,Basic,Canada,57,19,UPI,Paid Search,Monthly,3,16.09,7,0,Active,228,193,6.4,121.6,1,Medium Risk
