customer_id,signup_date,churn_date,plan,country,age,monthly_fee,payment_method,acquisition_channel,contract_type,support_tickets,login_frequency,days_since_last_login,churn_flag,status,annual_revenue
C00748,2026-01-14,,Premium,United Kingdom,57,99,Debit Card,Paid Search,Monthly,2,13.14,5,0,Active,1188
C00749,2024-12-14,,Standard,United Kingdom,36,49,PayPal,Referral,Monthly,1,4.23,30,0,Active,588
C00750,2025-11-10,,Basic,India,44,19,Debit Card,Social Media,Monthly,1,20.97,18,0,Active,228
C00751,2026-05-24,2025-12-31,Basic,Australia,33,19,PayPal,Social Media,Monthly,0,10.61,2,1,Churned,228
C00752,2024-06-06,,Basic,United States,21,19,PayPal,Referral,Monthly,1,14.6,14,0,Active,228
C00753,2025-03-21,2025-09-23,Premium,United States,34,99,PayPal,Partner,Monthly,0,13.87,10,1,Churned,1188
C00754,2025-08-01,2025-10-07,Basic,Canada,33,19,Debit Card,Email,Monthly,3,21.74,12,1,Churned,228
C00755,2025-09-29,,Standard,United States,52,49,Debit Card,Partner,Monthly,1,5.6,3,0,Active,588
C00756,2025-02-14,,Standard,Canada,47,49,UPI,Social Media,Monthly,2,8.39,20,0,Active,588
C00757,2024-10-31,2025-10-20,Basic,Canada,55,19,PayPal,Referral,Monthly,4,12.31,1,1,Churned,228
C00758,2024-10-18,,Basic,India,21,19,UPI,Social Media,Monthly,0,19.57,19,0,Active,228
C00759,2024-10-24,,Basic,Australia,37,19,Debit Card,Social Media,Monthly,0,8.47,11,0,Active,228
C00760,2025-09-25,,Premium,India,30,99,UPI,Partner,Monthly,3,12.17,13,0,Active,1188
C00761,2025-11-02,,Basic,Germany,44,19,Credit Card,Email,Monthly,1,17.53,17,0,Active,228
C00762,2025-01-16,,Basic,United States,24,19,UPI,Organic Search,Monthly,1,5.65,30,0,Active,228
C00763,2026-02-03,,Premium,Australia,40,99,Credit Card,Organic Search,Monthly,1,16.55,1,0,Active,1188
C00764,2024-12-09,2025-04-10,Premium,India,61,99,Debit Card,Social Media,Monthly,3,10.86,1,1,Churned,1188
C00765,2025-12-25,2025-12-31,Basic,Canada,30,19,UPI,Social Media,Monthly,0,12.45,15,1,Churned,228
C00766,2025-02-06,,Premium,Germany,44,99,Credit Card,Social Media,Monthly,1,12.79,25,0,Active,1188
C00767,2026-04-03,,Standard,United States,46,49,UPI,Referral,Annual,4,10.65,3,0,Active,588
C00768,2024-11-27,,Standard,United Kingdom,37,49,UPI,Email,Monthly,2,21.6,13,0,Active,588
C00769,2025-11-18,,Standard,Australia,48,49,Credit Card,Organic Search,Annual,3,17.24,14,0,Active,588
C00770,2026-01-07,,Standard,Australia,55,49,Debit Card,Referral,Monthly,3,9.15,13,0,Active,588
C00771,2025-03-07,2025-07-07,Basic,United States,61,19,PayPal,Paid Search,Monthly,5,11.88,6,1,Churned,228
C00772,2024-06-24,,Basic,India,45,19,PayPal,Organic Search,Monthly,2,7.23,20,0,Active,228
C00773,2024-10-15,2025-07-27,Basic,Canada,45,19,Debit Card,Paid Search,Annual,0,10.2,18,1,Churned,228
C00774,2024-05-06,,Standard,India,22,49,UPI,Referral,Annual,4,13.45,1,0,Active,588
C00775,2025-11-14,,Standard,United States,48,49,Debit Card,Partner,Monthly,2,16.36,18,0,Active,588
C00776,2025-10-22,,Basic,Australia,18,19,Debit Card,Paid Search,Annual,4,13.36,26,0,Active,228
C00777,2026-04-22,,Premium,United States,51,99,PayPal,Email,Monthly,2,12.52,24,0,Active,1188
C00778,2026-02-07,,Premium,United Kingdom,60,99,PayPal,Referral,Annual,2,18.39,1,0,Active,1188
C00779,2024-05-16,,Standard,India,51,49,PayPal,Email,Annual,4,11.26,5,0,Active,588
C00780,2024-05-25,,Standard,Canada,43,49,PayPal,Paid Search,Annual,1,26.9,13,0,Active,588
C00781,2025-07-12,2025-08-20,Standard,Germany,46,49,UPI,Paid Search,Annual,2,11.99,2,1,Churned,588
C00782,2025-12-20,2025-12-31,Standard,India,45,49,UPI,Email,Annual,4,5.27,25,1,Churned,588
C00783,2026-05-21,,Standard,India,61,49,Debit Card,Organic Search,Monthly,4,15.7,16,0,Active,588
C00784,2024-06-14,,Premium,Germany,50,99,Debit Card,Social Media,Monthly,1,16.25,21,0,Active,1188
C00785,2025-02-14,,Basic,United States,52,19,Debit Card,Referral,Annual,3,8.08,22,0,Active,228
C00786,2024-08-29,,Basic,Canada,61,19,PayPal,Referral,Monthly,1,14.76,7,0,Active,228
C00787,2026-06-09,,Basic,Canada,25,19,Credit Card,Partner,Monthly,0,20.46,30,0,Active,228
C00788,2025-05-16,,Basic,Germany,32,19,Debit Card,Email,Monthly,1,5.78,19,0,Active,228
C00789,2024-12-08,,Basic,Germany,45,19,UPI,Partner,Annual,1,10.0,14,0,Active,228
C00790,2024-07-15,2025-04-27,Standard,Canada,48,49,Credit Card,Social Media,Monthly,0,13.34,1,1,Churned,588
C00791,2026-03-13,2025-12-31,Premium,United Kingdom,39,99,PayPal,Partner,Monthly,2,17.34,2,1,Churned,1188
C00792,2024-03-06,,Standard,Australia,59,49,UPI,Email,Monthly,3,0.0,15,0,Active,588
C00793,2026-04-24,2025-12-31,Basic,Australia,36,19,PayPal,Partner,Monthly,4,10.75,11,1,Churned,228
C00794,2024-06-30,,Basic,United Kingdom,31,19,Debit Card,Social Media,Monthly,2,8.81,12,0,Active,228
C00795,2025-10-04,,Premium,Germany,55,99,Debit Card,Referral,Monthly,2,15.35,26,0,Active,1188
C00796,2024-07-14,,Basic,Australia,57,19,Debit Card,Email,Monthly,3,13.15,16,0,Active,228
C00797,2024-12-20,,Standard,India,49,49,Credit Card,Paid Search,Annual,0,11.06,34,0,Active,588
C00798,2024-03-10,,Basic,Australia,36,19,UPI,Social Media,Monthly,3,15.9,20,0,Active,228
C00799,2025-12-29,,Basic,Canada,46,19,UPI,Paid Search,Annual,1,10.62,8,0,Active,228
C00800,2024-09-10,,Basic,Australia,31,19,Credit Card,Email,Monthly,3,6.64,26,0,Active,228
C00801,2024-12-14,,Basic,Canada,47,19,Debit Card,Referral,Annual,0,9.92,6,0,Active,228
C00802,2024-03-11,,Standard,Australia,29,49,Credit Card,Paid Search,Annual,4,13.46,15,0,Active,588
C00803,2024-09-02,,Standard,Germany,23,49,Debit Card,Partner,Monthly,3,12.54,10,0,Active,588
C00804,2024-05-06,,Premium,Germany,60,99,Credit Card,Paid Search,Monthly,0,11.72,17,0,Active,1188
C00805,2024-08-21,,Basic,United States,23,19,UPI,Partner,Monthly,0,10.78,23,0,Active,228
C00806,2024-03-04,,Basic,Canada,52,19,Debit Card,Partner,Annual,3,8.48,1,0,Active,228
C00807,2026-02-19,,Basic,United States,24,19,Debit Card,Email,Annual,1,17.7,8,0,Active,228
C00808,2025-05-02,,Basic,United Kingdom,26,19,UPI,Paid Search,Annual,2,19.26,1,0,Active,228
C00809,2024-04-30,,Standard,India,47,49,Credit Card,Social Media,Monthly,3,15.85,22,0,Active,588
C00810,2025-08-09,,Standard,Canada,48,49,Debit Card,Referral,Annual,2,10.46,1,0,Active,588
C00811,2025-11-22,,Basic,Canada,38,19,Credit Card,Organic Search,Monthly,0,16.16,19,0,Active,228
C00812,2025-11-14,,Standard,India,37,49,Credit Card,Referral,Monthly,4,14.88,28,0,Active,588
C00813,2025-08-21,,Standard,United Kingdom,40,49,Debit Card,Referral,Annual,1,12.11,25,0,Active,588
C00814,2024-09-28,,Premium,Germany,24,99,PayPal,Email,Monthly,2,0.0,19,0,Active,1188
C00815,2025-03-16,,Standard,Germany,30,49,PayPal,Paid Search,Annual,2,11.35,36,0,Active,588
C00816,2024-03-13,,Standard,Canada,53,49,Debit Card,Paid Search,Annual,0,7.31,1,0,Active,588
C00817,2025-05-21,,Premium,Germany,63,99,UPI,Referral,Annual,3,12.17,1,0,Active,1188
C00818,2025-03-14,,Basic,India,51,19,Credit Card,Referral,Monthly,4,12.87,18,0,Active,228
C00819,2024-05-30,,Standard,Australia,52,49,Credit Card,Paid Search,Annual,2,10.08,14,0,Active,588
C00820,2026-03-24,,Basic,United States,41,19,PayPal,Email,Annual,0,11.16,21,0,Active,228
C00821,2025-04-26,,Standard,Canada,48,49,UPI,Paid Search,Monthly,4,16.64,21,0,Active,588
C00822,2026-01-06,,Basic,India,44,19,PayPal,Partner,Monthly,2,16.97,13,0,Active,228
C00823,2024-04-17,,Premium,Germany,30,99,UPI,Paid Search,Monthly,2,17.54,26,0,Active,1188
C00824,2024-05-17,2024-07-12,Basic,Canada,50,19,UPI,Paid Search,Monthly,2,12.07,20,1,Churned,228
C00825,2026-04-14,,Standard,United Kingdom,57,49,UPI,Partner,Monthly,3,5.58,14,0,Active,588
C00826,2025-08-07,,Basic,United States,64,19,Credit Card,Organic Search,Monthly,5,10.71,17,0,Active,228
C00827,2024-11-10,,Basic,Australia,53,19,UPI,Partner,Annual,0,7.73,8,0,Active,228
C00828,2025-01-18,,Basic,United Kingdom,25,19,Credit Card,Referral,Monthly,0,17.95,25,0,Active,228
C00829,2024-03-18,,Standard,United Kingdom,30,49,Credit Card,Organic Search,Annual,1,15.6,33,0,Active,588
C00830,2024-06-25,,Premium,Canada,31,99,PayPal,Partner,Annual,6,10.38,14,0,Active,1188
C00831,2024-04-30,,Basic,United Kingdom,36,19,Debit Card,Partner,Monthly,2,16.52,12,0,Active,228
C00832,2024-10-06,2025-04-29,Basic,India,42,19,Debit Card,Referral,Monthly,0,9.71,18,1,Churned,228
C00833,2024-12-17,,Standard,Canada,44,49,Credit Card,Social Media,Monthly,4,5.06,12,0,Active,588
C00834,2026-03-31,2025-12-31,Basic,Canada,40,19,UPI,Social Media,Monthly,3,16.14,7,1,Churned,228
C00835,2026-05-10,,Basic,United States,32,19,PayPal,Organic Search,Monthly,1,6.96,3,0,Active,228
C00836,2026-04-20,,Standard,Germany,54,49,PayPal,Organic Search,Annual,3,14.18,19,0,Active,588
C00837,2026-01-19,,Premium,India,53,99,Credit Card,Partner,Monthly,4,21.68,8,0,Active,1188
C00838,2025-11-02,,Standard,Germany,55,49,UPI,Social Media,Monthly,4,16.26,5,0,Active,588
C00839,2025-04-14,,Basic,United Kingdom,21,19,PayPal,Email,Monthly,2,9.49,26,0,Active,228
C00840,2024-10-10,2025-11-30,Standard,United Kingdom,35,49,UPI,Partner,Monthly,2,8.91,3,1,Churned,588
C00841,2025-12-12,,Premium,India,60,99,UPI,Email,Monthly,1,20.34,22,0,Active,1188
C00842,2024-12-19,2025-04-27,Basic,Australia,42,19,Credit Card,Referral,Monthly,2,18.69,1,1,Churned,228
C00843,2025-05-08,,Basic,India,43,19,PayPal,Email,Annual,2,18.41,15,0,Active,228
C00844,2025-05-08,,Basic,Canada,36,19,Debit Card,Paid Search,Annual,2,11.45,13,0,Active,228
C00845,2026-02-02,,Standard,Germany,44,49,Debit Card,Email,Monthly,2,17.26,15,0,Active,588
C00846,2025-07-30,2025-12-07,Premium,United Kingdom,62,99,Debit Card,Paid Search,Monthly,1,4.99,23,1,Churned,1188
C00847,2025-05-19,,Standard,Germany,21,49,PayPal,Referral,Monthly,2,4.88,10,0,Active,588
C00848,2025-11-29,,Standard,Australia,40,49,Debit Card,Social Media,Monthly,1,8.14,14,0,Active,588
C00849,2024-03-06,,Standard,Germany,55,49,Debit Card,Email,Monthly,3,8.6,15,0,Active,588
C00850,2026-05-31,2025-12-31,Basic,Canada,56,19,UPI,Organic Search,Monthly,2,10.77,12,1,Churned,228
C00851,2025-02-13,2025-03-27,Standard,Germany,51,49,UPI,Partner,Monthly,0,6.1,3,1,Churned,588
C00852,2024-10-19,,Basic,Germany,39,19,PayPal,Referral,Monthly,4,8.83,34,0,Active,228
C00853,2025-04-09,,Basic,United States,21,19,Credit Card,Organic Search,Annual,2,8.95,18,0,Active,228
C00854,2025-01-13,2025-11-03,Basic,Canada,55,19,UPI,Email,Annual,3,23.35,15,1,Churned,228
C00855,2024-05-31,,Basic,Australia,62,19,Debit Card,Social Media,Monthly,3,20.63,16,0,Active,228
C00856,2025-12-08,,Standard,Canada,34,49,Credit Card,Partner,Monthly,2,20.72,39,0,Active,588
C00857,2026-05-29,,Basic,India,34,19,Credit Card,Referral,Monthly,1,11.68,1,0,Active,228
C00858,2025-04-23,,Premium,United Kingdom,43,99,PayPal,Email,Annual,2,11.07,20,0,Active,1188
C00859,2026-06-13,,Premium,India,28,99,Credit Card,Partner,Annual,1,5.57,1,0,Active,1188
C00860,2025-06-08,2025-07-26,Standard,United States,22,49,UPI,Partner,Monthly,0,18.95,28,1,Churned,588
C00861,2024-10-07,,Premium,United States,37,99,Debit Card,Paid Search,Monthly,1,13.71,34,0,Active,1188
C00862,2025-07-28,,Basic,Canada,43,19,Credit Card,Paid Search,Annual,2,4.34,3,0,Active,228
C00863,2026-06-03,,Standard,India,47,49,Debit Card,Referral,Monthly,1,9.44,19,0,Active,588
C00864,2025-11-05,,Basic,Germany,41,19,PayPal,Email,Monthly,2,11.79,1,0,Active,228
C00865,2025-06-30,2025-11-24,Basic,United Kingdom,30,19,PayPal,Organic Search,Monthly,0,17.95,21,1,Churned,228
C00866,2026-05-23,,Premium,United Kingdom,56,99,Debit Card,Organic Search,Monthly,4,3.78,9,0,Active,1188
C00867,2025-11-02,2025-12-02,Standard,India,30,49,Credit Card,Referral,Monthly,1,14.38,23,1,Churned,588
C00868,2024-03-28,2025-06-26,Basic,Australia,40,19,Debit Card,Referral,Annual,1,13.18,1,1,Churned,228
C00869,2026-06-14,2025-12-31,Basic,Canada,40,19,Debit Card,Paid Search,Monthly,2,7.99,9,1,Churned,228
C00870,2025-08-27,2025-11-03,Basic,United States,32,19,Credit Card,Paid Search,Monthly,3,17.36,6,1,Churned,228
C00871,2024-05-04,,Basic,United Kingdom,50,19,PayPal,Partner,Annual,2,19.18,1,0,Active,228
C00872,2026-01-20,,Premium,Germany,44,99,UPI,Social Media,Monthly,0,16.73,9,0,Active,1188
C00873,2024-03-03,,Standard,United States,43,49,Debit Card,Partner,Monthly,1,5.6,26,0,Active,588
C00874,2024-12-13,,Standard,United States,20,49,UPI,Social Media,Annual,3,9.14,26,0,Active,588
C00875,2025-03-26,,Basic,Germany,29,19,Credit Card,Partner,Monthly,2,11.46,1,0,Active,228
C00876,2025-07-17,,Standard,Australia,53,49,UPI,Social Media,Monthly,0,19.6,16,0,Active,588
C00877,2026-04-19,,Basic,Australia,41,19,PayPal,Organic Search,Monthly,1,9.61,23,0,Active,228
C00878,2024-07-10,,Premium,United Kingdom,35,99,PayPal,Referral,Monthly,1,6.34,23,0,Active,1188
C00879,2025-12-09,,Standard,Germany,31,49,UPI,Email,Annual,3,14.71,16,0,Active,588
C00880,2025-03-12,,Basic,India,29,19,UPI,Organic Search,Annual,1,7.91,23,0,Active,228
C00881,2025-12-24,,Standard,India,60,49,Debit Card,Organic Search,Monthly,2,11.56,10,0,Active,588
C00882,2024-02-27,,Basic,Australia,61,19,Credit Card,Paid Search,Monthly,0,18.22,28,0,Active,228
C00883,2025-01-13,,Basic,India,34,19,Credit Card,Organic Search,Annual,0,21.24,13,0,Active,228
C00884,2025-09-08,,Premium,Canada,22,99,UPI,Referral,Annual,1,15.21,33,0,Active,1188
C00885,2025-09-20,,Standard,United States,30,49,PayPal,Paid Search,Monthly,4,7.22,38,0,Active,588
C00886,2026-05-13,,Basic,Canada,32,19,PayPal,Email,Annual,1,11.39,29,0,Active,228
C00887,2025-10-18,2025-12-07,Standard,India,19,49,PayPal,Social Media,Monthly,0,14.09,10,1,Churned,588
C00888,2026-04-23,,Basic,United Kingdom,32,19,Debit Card,Partner,Monthly,0,17.53,12,0,Active,228
C00889,2024-06-24,,Basic,United Kingdom,45,19,UPI,Organic Search,Annual,3,2.45,21,0,Active,228
C00890,2025-07-01,2025-11-10,Basic,Australia,50,19,PayPal,Organic Search,Monthly,0,5.3,11,1,Churned,228
C00891,2025-05-14,,Premium,United Kingdom,45,99,Debit Card,Paid Search,Annual,1,0.0,13,0,Active,1188
C00892,2025-04-04,2025-10-26,Standard,United States,47,49,Credit Card,Paid Search,Monthly,0,15.61,18,1,Churned,588
C00893,2025-01-16,,Premium,Australia,29,99,Debit Card,Paid Search,Annual,3,14.06,21,0,Active,1188
C00894,2025-07-12,,Basic,Germany,29,19,Credit Card,Paid Search,Annual,1,15.21,12,0,Active,228
C00895,2024-05-15,,Basic,United Kingdom,47,19,Credit Card,Paid Search,Annual,1,3.6,10,0,Active,228
C00896,2024-05-02,,Premium,India,44,99,UPI,Social Media,Monthly,3,18.45,9,0,Active,1188
C00897,2025-05-30,,Standard,Australia,31,49,Credit Card,Social Media,Monthly,2,5.97,6,0,Active,588
C00898,2025-08-07,,Standard,United States,64,49,Debit Card,Paid Search,Monthly,2,16.31,21,0,Active,588
C00899,2026-03-21,,Standard,United Kingdom,62,49,Debit Card,Organic Search,Annual,0,18.7,7,0,Active,588
C00900,2024-11-05,2025-12-25,Standard,United States,63,49,Credit Card,Paid Search,Monthly,4,19.88,1,1,Churned,588
C00901,2025-04-20,2025-11-11,Basic,Canada,56,19,PayPal,Partner,Annual,1,6.08,26,1,Churned,228
C00902,2024-12-29,2025-10-27,Basic,United Kingdom,47,19,Credit Card,Paid Search,Monthly,4,4.56,3,1,Churned,228
C00903,2024-05-05,,Basic,Germany,44,19,UPI,Referral,Annual,6,10.31,15,0,Active,228
C00904,2026-06-11,,Basic,Germany,38,19,Debit Card,Partner,Monthly,2,14.94,1,0,Active,228
C00905,2026-04-13,,Basic,India,44,19,PayPal,Paid Search,Annual,2,7.47,16,0,Active,228
C00906,2025-01-30,,Premium,Canada,18,99,UPI,Partner,Monthly,2,11.13,28,0,Active,1188
C00907,2025-03-07,,Premium,Australia,37,99,PayPal,Social Media,Monthly,2,4.78,19,0,Active,1188
C00908,2024-03-24,,Basic,Australia,33,19,Debit Card,Social Media,Annual,4,10.65,1,0,Active,228
C00909,2025-02-02,,Basic,India,19,19,Debit Card,Organic Search,Monthly,2,8.95,16,0,Active,228
C00910,2025-09-18,,Basic,Canada,49,19,PayPal,Social Media,Annual,3,12.92,15,0,Active,228
C00911,2026-06-02,,Basic,Germany,37,19,Debit Card,Social Media,Monthly,3,12.32,12,0,Active,228
C00912,2024-02-24,2025-07-13,Basic,India,35,19,PayPal,Partner,Annual,0,14.3,12,1,Churned,228
C00913,2024-03-27,,Standard,Australia,19,49,Debit Card,Partner,Monthly,1,6.86,13,0,Active,588
C00914,2025-08-05,,Standard,India,47,49,PayPal,Social Media,Monthly,1,8.83,13,0,Active,588
C00915,2024-11-09,,Premium,United States,44,99,PayPal,Organic Search,Annual,1,0.0,1,0,Active,1188
C00916,2025-07-01,,Standard,Canada,33,49,UPI,Organic Search,Monthly,4,7.39,31,0,Active,588
C00917,2025-10-08,,Basic,Germany,42,19,Debit Card,Referral,Monthly,4,3.02,1,0,Active,228
C00918,2025-09-10,,Basic,United States,61,19,Credit Card,Partner,Monthly,2,13.71,5,0,Active,228
C00919,2025-05-03,,Basic,Canada,25,19,PayPal,Email,Annual,2,5.53,15,0,Active,228
C00920,2025-08-07,,Basic,United States,22,19,PayPal,Organic Search,Annual,4,5.64,15,0,Active,228
C00921,2026-01-05,,Standard,United States,20,49,Credit Card,Email,Monthly,3,12.45,1,0,Active,588
C00922,2026-02-05,,Basic,United Kingdom,64,19,UPI,Referral,Annual,3,4.71,17,0,Active,228
C00923,2025-07-06,,Standard,Canada,36,49,Debit Card,Organic Search,Annual,2,6.75,23,0,Active,588
C00924,2026-05-31,,Basic,United States,51,19,PayPal,Organic Search,Monthly,2,17.77,26,0,Active,228
C00925,2025-04-05,,Standard,India,28,49,Debit Card,Social Media,Monthly,1,1.16,5,0,Active,588
C00926,2025-01-08,,Basic,Australia,22,19,Credit Card,Referral,Monthly,0,18.36,19,0,Active,228
C00927,2025-02-24,,Standard,United States,32,49,UPI,Organic Search,Annual,2,12.59,18,0,Active,588
C00928,2024-04-28,2025-01-29,Basic,Germany,28,19,Credit Card,Social Media,Monthly,2,10.99,16,1,Churned,228
C00929,2024-05-09,,Premium,United States,31,99,Credit Card,Paid Search,Monthly,2,15.01,13,0,Active,1188
C00930,2025-06-21,,Basic,Canada,50,19,UPI,Email,Monthly,1,8.85,7,0,Active,228
C00931,2024-05-05,,Basic,India,32,19,PayPal,Email,Monthly,1,8.42,24,0,Active,228
C00932,2024-03-15,2025-08-23,Basic,United States,47,19,Credit Card,Partner,Monthly,3,25.4,10,1,Churned,228
C00933,2026-03-18,,Standard,United Kingdom,31,49,PayPal,Organic Search,Monthly,2,16.38,18,0,Active,588
C00934,2025-05-29,,Premium,United Kingdom,57,99,Credit Card,Organic Search,Monthly,1,10.68,17,0,Active,1188
C00935,2024-03-18,,Premium,Germany,58,99,UPI,Social Media,Annual,1,14.79,21,0,Active,1188
C00936,2025-02-16,,Standard,United States,39,49,Credit Card,Referral,Annual,0,22.49,20,0,Active,588
C00937,2026-05-16,,Standard,Canada,51,49,Debit Card,Referral,Monthly,2,8.19,10,0,Active,588
C00938,2025-11-27,,Basic,United States,28,19,UPI,Paid Search,Monthly,1,15.11,21,0,Active,228
C00939,2024-12-09,,Basic,Canada,21,19,PayPal,Social Media,Annual,0,19.43,1,0,Active,228
C00940,2025-02-22,2025-04-30,Basic,Germany,52,19,PayPal,Paid Search,Monthly,3,15.19,11,1,Churned,228
C00941,2025-05-29,,Premium,Germany,28,99,Credit Card,Paid Search,Monthly,2,4.47,26,0,Active,1188
C00942,2025-01-05,2025-02-28,Basic,Germany,44,19,UPI,Referral,Monthly,0,4.19,22,1,Churned,228
C00943,2025-06-29,,Premium,United States,47,99,Debit Card,Paid Search,Monthly,1,5.88,1,0,Active,1188
C00944,2024-06-02,,Basic,Germany,20,19,UPI,Organic Search,Monthly,4,16.38,14,0,Active,228
C00945,2026-02-15,,Basic,United Kingdom,44,19,PayPal,Social Media,Annual,1,12.95,7,0,Active,228
C00946,2025-07-07,,Basic,United States,29,19,Debit Card,Email,Monthly,0,9.34,11,0,Active,228
C00947,2025-08-20,,Standard,United States,51,49,Credit Card,Partner,Monthly,0,17.14,8,0,Active,588
C00948,2024-09-26,,Basic,India,63,19,UPI,Email,Annual,0,2.43,21,0,Active,228
C00949,2024-10-09,,Basic,India,18,19,Credit Card,Organic Search,Monthly,4,19.27,10,0,Active,228
C00950,2026-06-08,,Standard,Canada,44,49,Credit Card,Partner,Monthly,2,4.88,34,0,Active,588
C00951,2025-09-08,,Basic,United Kingdom,35,19,Credit Card,Email,Annual,0,9.39,5,0,Active,228
C00952,2024-09-14,,Basic,Australia,40,19,Credit Card,Partner,Monthly,2,9.01,17,0,Active,228
C00953,2025-07-16,,Basic,Germany,51,19,Credit Card,Social Media,Monthly,0,12.68,15,0,Active,228
C00954,2024-07-24,,Standard,Australia,39,49,PayPal,Paid Search,Monthly,1,10.11,1,0,Active,588
C00955,2024-11-14,2025-02-03,Standard,Canada,23,49,PayPal,Organic Search,Monthly,2,12.37,15,1,Churned,588
C00956,2025-04-28,,Basic,Germany,21,19,UPI,Email,Monthly,4,5.05,13,0,Active,228
C00957,2026-04-01,,Basic,Germany,18,19,Credit Card,Paid Search,Monthly,6,6.17,1,0,Active,228
C00958,2026-05-30,,Standard,Canada,53,49,PayPal,Paid Search,Monthly,4,12.46,27,0,Active,588
C00959,2025-10-29,,Basic,United States,63,19,UPI,Email,Monthly,5,9.54,1,0,Active,228
C00960,2024-09-06,,Basic,United States,45,19,Debit Card,Paid Search,Monthly,3,15.41,11,0,Active,228
C00961,2025-09-15,,Standard,Canada,32,49,Debit Card,Paid Search,Annual,4,5.65,22,0,Active,588
C00962,2025-06-27,,Basic,Germany,40,19,UPI,Organic Search,Monthly,1,14.24,18,0,Active,228
C00963,2024-04-20,,Standard,Germany,42,49,Credit Card,Referral,Monthly,1,5.3,9,0,Active,588
C00964,2025-06-22,,Premium,Canada,59,99,Debit Card,Paid Search,Monthly,1,11.12,14,0,Active,1188
C00965,2025-10-04,,Basic,United Kingdom,56,19,Debit Card,Paid Search,Annual,3,10.74,18,0,Active,228
C00966,2026-05-02,,Basic,India,53,19,PayPal,Paid Search,Monthly,3,8.25,1,0,Active,228
C00967,2024-03-05,,Basic,Canada,24,19,Credit Card,Email,Monthly,4,0.0,13,0,Active,228
C00968,2024-08-27,,Standard,India,59,49,PayPal,Email,Monthly,2,16.46,5,0,Active,588
C00969,2024-10-01,,Basic,Canada,46,19,PayPal,Organic Search,Annual,2,7.76,6,0,Active,228
C00970,2026-05-05,,Standard,Australia,23,49,Debit Card,Paid Search,Monthly,2,17.24,6,0,Active,588
C00971,2024-12-23,2025-08-12,Standard,United States,63,49,UPI,Paid Search,Monthly,1,7.36,27,1,Churned,588
C00972,2026-02-28,,Standard,Australia,22,49,PayPal,Referral,Monthly,2,16.95,28,0,Active,588
C00973,2025-12-28,,Basic,United Kingdom,27,19,UPI,Paid Search,Monthly,2,6.47,1,0,Active,228
C00974,2025-11-03,,Basic,Australia,39,19,UPI,Referral,Monthly,3,7.5,12,0,Active,228
C00975,2024-06-01,,Premium,United States,55,99,Credit Card,Social Media,Monthly,0,19.04,17,0,Active,1188
C00976,2025-03-12,,Basic,Germany,23,19,Credit Card,Social Media,Monthly,3,13.96,6,0,Active,228
C00977,2025-05-30,,Standard,Germany,48,49,Debit Card,Email,Monthly,2,8.4,19,0,Active,588
C00978,2025-12-26,,Premium,Germany,51,99,PayPal,Organic Search,Monthly,2,14.87,3,0,Active,1188
C00979,2024-03-12,,Premium,United States,35,99,PayPal,Organic Search,Annual,3,20.74,1,0,Active,1188
C00980,2024-11-29,,Basic,Canada,41,19,UPI,Social Media,Annual,2,14.69,5,0,Active,228
C00981,2024-12-17,,Premium,Canada,50,99,Credit Card,Organic Search,Monthly,5,7.8,10,0,Active,1188
C00982,2024-04-02,,Standard,Australia,54,49,Credit Card,Referral,Monthly,2,15.35,37,0,Active,588
C00983,2024-11-02,,Basic,Canada,61,19,Debit Card,Paid Search,Monthly,0,8.05,21,0,Active,228
C00984,2025-12-18,,Premium,United States,50,99,Debit Card,Referral,Annual,1,10.22,29,0,Active,1188
C00985,2024-06-05,,Basic,Australia,23,19,PayPal,Paid Search,Monthly,1,15.59,12,0,Active,228
C00986,2024-11-09,,Premium,Canada,45,99,PayPal,Organic Search,Monthly,3,14.42,24,0,Active,1188
C00987,2026-04-18,,Basic,Australia,37,19,Debit Card,Referral,Annual,1,6.56,20,0,Active,228
C00988,2025-02-13,,Basic,Germany,60,19,UPI,Organic Search,Monthly,4,15.98,31,0,Active,228
C00989,2024-02-20,,Premium,Australia,47,99,UPI,Social Media,Monthly,2,7.38,20,0,Active,1188
C00990,2025-02-05,,Standard,United Kingdom,32,49,Credit Card,Referral,Annual,3,6.37,16,0,Active,588
C00991,2024-05-28,,Premium,Germany,20,99,Debit Card,Organic Search,Monthly,4,12.54,14,0,Active,1188
C00992,2025-03-28,,Basic,United States,40,19,UPI,Social Media,Annual,2,18.36,13,0,Active,228
C00993,2025-03-01,,Basic,India,56,19,UPI,Email,Monthly,0,15.88,1,0,Active,228
C00994,2026-01-18,,Standard,Canada,44,49,Debit Card,Referral,Annual,0,11.7,21,0,Active,588
C00995,2026-05-07,,Basic,Australia,18,19,Debit Card,Organic Search,Monthly,4,16.81,23,0,Active,228
C00996,2025-05-09,,Basic,Germany,39,19,UPI,Email,Monthly,0,6.97,7,0,Active,228
C00997,2025-04-23,,Standard,Australia,21,49,PayPal,Referral,Annual,1,20.22,18,0,Active,588
C00998,2025-07-01,,Basic,Canada,52,19,Credit Card,Partner,Monthly,3,15.72,25,0,Active,228
C00999,2026-03-08,2025-12-31,Standard,Canada,31,49,Debit Card,Referral,Monthly,1,13.23,14,1,Churned,588
C01000,2026-01-26,2025-12-31,Basic,Australia,20,19,UPI,Referral,Monthly,4,14.13,10,1,Churned,228
